timestamp;tag;duration;nvidia_gpu_0
1725609842.4375873;load_csv;1.8864281177520752;10217
1725609874.3313725;save_csv;3.3154287338256836;24557
1725609907.655714;load_json;13.624202251434326;99803
1725609951.3141284;save_json;1.3903305530548096;7223
1725609982.7077518;load_hdf;4.985881328582764;25729
1725610017.804023;save_hdf;0.8865756988525391;5260
1725610048.6964154;preprocess_data;1.790360450744629;9236
1725610080.4975967;calculate_sum;0.00901651382446289;0
1725610110.5144305;calculate_mean;0.016204118728637695;0
1725610140.5378597;calculate_min;0.005028963088989258;0
1725610170.548497;calculate_max;0.008373260498046875;0
1725610200.5736036;unique;0.05808711051940918;0
1725610230.646162;load_csv;1.8244130611419678;12414
1725610262.4790287;save_csv;2.201850414276123;18389
1725610294.691566;load_json;12.662894010543823;87686
1725610337.3802636;save_json;1.4473912715911865;7665
1725610368.836754;load_hdf;1.6326024532318115;10530
1725610400.5692713;save_hdf;0.7352926731109619;7371
1725610431.3211677;preprocess_data;1.949413537979126;24233
1725610463.2802985;calculate_sum;0.005029201507568359;0
1725610493.2919776;calculate_mean;0.010521173477172852;1499
1725610523.3170455;calculate_min;0.026768922805786133;702
1725610553.3445575;calculate_max;0.014031648635864258;0
1725610583.371952;unique;0.13105106353759766;710
1725610613.5458384;load_csv;3.0800139904022217;40399
1725610646.9256804;save_csv;3.3576464653015137;22969
1725610680.288843;load_json;14.176492929458618;127085
1725610724.4933968;save_json;1.271014928817749;9322
1725610755.768674;load_hdf;1.619056224822998;10980
1725610787.506677;save_hdf;0.8686122894287109;5826
1725610818.3819957;preprocess_data;1.7313823699951172;8666
1725610850.123733;calculate_sum;0.0060536861419677734;0
1725610880.1432626;calculate_mean;0.009001731872558594;606
1725610910.1573277;calculate_min;0.006081104278564453;0
1725610940.1715922;calculate_max;0.0030112266540527344;0
1725610970.1833093;unique;0.043044090270996094;0
1725611000.2307117;load_csv;3.1204476356506348;15991
1725611033.3529787;save_csv;3.25915789604187;17567
1725611066.6184077;load_json;12.779470205307007;88586
1725611109.4217207;save_json;1.4300949573516846;6811
1725611140.86737;load_hdf;1.5099823474884033;7258
1725611172.4695587;save_hdf;0.7980520725250244;4752
1725611203.2781932;preprocess_data;1.8525428771972656;12701
1725611235.1465878;calculate_sum;0.008082151412963867;0
1725611265.1696799;calculate_mean;0.007048130035400391;0
1725611295.180922;calculate_min;0.004020214080810547;0
1725611325.1880457;calculate_max;0.006000518798828125;0
1725611355.2032046;unique;0.04309344291687012;0
1725611385.2532248;load_csv;3.1057591438293457;13617
1725611418.3610387;save_csv;3.53169322013855;15105
1725611451.90608;load_json;17.899543285369873;71636
1725611499.8255477;save_json;1.4658701419830322;5805
1725611531.301218;load_hdf;2.6382052898406982;10368
1725611564.0360382;save_hdf;1.96647310256958;12617
1725611596.0167427;preprocess_data;1.6134321689605713;14050
1725611627.6341999;calculate_sum;0.002005338668823242;0
1725611657.6379557;calculate_mean;0.004035234451293945;0
1725611687.6453428;calculate_min;0.010991096496582031;0
1725611717.662245;calculate_max;0.006107330322265625;0
1725611747.681438;unique;0.048067331314086914;0
1725611777.7321277;load_csv;2.2006616592407227;10687
1725611809.940136;save_csv;3.4740071296691895;18075
1725611843.4269211;load_json;13.99922251701355;97136
1725611887.4523356;save_json;1.380765676498413;9242
1725611918.8438308;load_hdf;1.3888607025146484;9345
1725611950.3369472;save_hdf;0.8607110977172852;14007
1725611981.209465;preprocess_data;1.830047369003296;11688
1725612013.059098;calculate_sum;0.004006624221801758;0
1725612043.081327;calculate_mean;0.006019115447998047;0
1725612073.09862;calculate_min;0.008995771408081055;0
1725612103.1159477;calculate_max;0.003995180130004883;0
1725612133.1322262;unique;0.046051740646362305;959
1725612163.1985145;load_csv;1.9849367141723633;19521
1725612195.1910074;save_csv;3.533355236053467;37732
1725612228.7339978;load_json;13.710140466690063;119194
1725612272.4723394;save_json;1.4830636978149414;9726
1725612303.971355;load_hdf;1.3588018417358398;11805
1725612335.4442914;save_hdf;0.8620543479919434;5766
1725612366.3200984;preprocess_data;1.5737521648406982;14739
1725612397.8961816;calculate_sum;0.006235361099243164;614
1725612427.9124703;calculate_mean;0.007570981979370117;0
1725612457.933599;calculate_min;0.009580850601196289;0
1725612487.953088;calculate_max;0.005066394805908203;1471
1725612517.9664583;unique;0.06054234504699707;532
1725612548.0412493;load_csv;1.9290485382080078;13079
1725612579.9807708;save_csv;3.387132406234741;23835
1725612613.382178;load_json;13.717084646224976;95187
1725612657.1350617;save_json;1.383115291595459;9804
1725612688.5283372;load_hdf;0.9775819778442383;15274
1725612719.5771198;save_hdf;0.8820364475250244;13875
1725612750.4708319;preprocess_data;2.094788074493408;14483
1725612782.5667188;calculate_sum;0.00500178337097168;0
1725612812.5839024;calculate_mean;0.00913238525390625;0
1725612842.6028965;calculate_min;0.009186744689941406;499
