timestamp;tag;duration;nvidia_gpu_0
1724228141.6797109;load_csv;0.13085365295410156;540
1724228171.8149004;load_json;0.6288423538208008;6707
1724228202.4497204;load_hdf;2.2592625617980957;14902
1724228234.721958;save_csv;0.4090712070465088;2639
1724228265.135503;save_json;0.16229939460754395;1268
1724228295.2988596;save_hdf;0.3609964847564697;6759
1724228355.8053608;isna;0.0009665489196777344;0
1724228385.8102791;dropna;0.034783124923706055;585
1724228415.8483517;fillna;0.012485742568969727;0
1724228445.8713167;replace;0.001010894775390625;0
1724228536.0551798;drop;0.002004384994506836;0
1724228566.0601587;groupby;0.02718639373779297;0
1724228596.0987759;concat_dataframes;0.012130260467529297;0
1724228626.113033;sort;0.01599407196044922;0
1724228656.134562;merge;0.009009361267089844;0
1724228716.3770978;count;0.00899958610534668;0
1724228746.4069753;sum;0.014009714126586914;0
1724228776.4254315;mean;0.024073123931884766;0
1724228806.4511526;min;0.01576972007751465;0
1724228836.4745867;max;0.011984109878540039;0
1724228866.493945;unique;0.030133485794067383;602
1724228896.5322058;load_csv;0.1335904598236084;1460
1724228926.6761994;load_json;0.9288702011108398;15172
1724228957.6063855;load_hdf;0.03944849967956543;0
1724228987.6562681;save_csv;0.5186779499053955;3402
1724229018.1892161;save_json;0.33998560905456543;1628
1724229048.532061;save_hdf;0.38449811935424805;2635
1724229109.1275835;isna;0.0029747486114501953;0
1724229139.1400166;dropna;0.03298234939575195;0
1724229169.1899319;fillna;0.044000864028930664;0
1724229199.246436;replace;0.0050106048583984375;0
1724229289.6703327;drop;0.004021167755126953;0
1724229319.6809924;groupby;0.062003374099731445;566
1724229349.7537608;concat_dataframes;0.003982067108154297;0
1724229379.7723927;sort;0.009974479675292969;0
1724229409.7960234;merge;0.005987405776977539;0
1724229469.9951718;count;0.01799631118774414;0
1724229500.024712;sum;0.010259628295898438;0
1724229530.0462017;mean;0.02700042724609375;0
1724229560.0806878;min;0.02595043182373047;0
1724229590.1146414;max;0.05355572700500488;0
1724229620.1737049;unique;0.031074047088623047;0
1724229650.2125943;load_csv;0.15042710304260254;1310
1724229680.3789084;load_json;0.545008659362793;4205
1724229710.9273002;load_hdf;0.03999519348144531;0
1724229740.9724727;save_csv;0.49281740188598633;2713
1724229771.4686747;save_json;0.43869829177856445;7468
1724229801.9124088;save_hdf;0.4394264221191406;3268
1724229862.5274034;isna;0.0039997100830078125;0
1724229892.5432556;dropna;0.017008066177368164;0
1724229922.5625048;fillna;0.02700042724609375;0
1724229952.5963075;replace;0.004015207290649414;0
1724230042.9770784;drop;0.007993698120117188;0
1724230072.9953654;groupby;0.05504775047302246;593
1724230103.0605261;concat_dataframes;0.00600743293762207;0
1724230133.073621;sort;0.005975246429443359;0
1724230163.0855706;merge;0.019977092742919922;0
1724230223.2829077;count;0.017995119094848633;0
1724230253.317306;sum;0.02199840545654297;499
1724230283.3451343;mean;0.020076274871826172;0
1724230313.3767102;min;0.017001867294311523;0
1724230343.406722;max;0.018071889877319336;516
1724230373.4406056;unique;0.021004438400268555;608
1724230403.4704707;load_csv;0.1100618839263916;586
1724230433.5947485;load_json;0.8492403030395508;5623
1724230464.4493468;load_hdf;0.06789755821228027;0
1724230494.5313787;save_csv;0.4970583915710449;3381
1724230525.0403037;save_json;0.3755970001220703;1831
1724230555.4296358;save_hdf;0.4807589054107666;2999
1724230616.1500525;isna;0.0069806575775146484;0
1724230646.1662903;dropna;0.019026756286621094;559
1724230676.187889;fillna;0.03800702095031738;590
1724230706.229405;replace;0.005992889404296875;612
1724230796.6204412;drop;0.002988100051879883;0
1724230826.6274376;groupby;0.04710674285888672;661
1724230856.6896045;concat_dataframes;0.004023313522338867;0
1724230886.7079546;sort;0.007066011428833008;0
1724230916.7265346;merge;0.006984710693359375;663
1724230976.9839833;count;0.012984037399291992;0
1724231007.0179698;sum;0.010978937149047852;0
1724231037.0322514;mean;0.02701854705810547;676
1724231067.0671694;min;0.015999794006347656;0
1724231097.086223;max;0.017020225524902344;0
1724231127.1048944;unique;0.020054340362548828;521
1724231157.1423073;load_csv;0.1474449634552002;519
1724231187.3045182;load_json;0.898331880569458;5380
1724231218.216085;load_hdf;0.03601861000061035;0
1724231248.2632608;save_csv;0.47601938247680664;3012
1724231278.7419527;save_json;0.8952903747558594;4108
1724231309.6517394;save_hdf;2.1106371879577637;10716
1724231371.9667277;isna;0.005080461502075195;0
1724231401.9793222;dropna;0.02311229705810547;0
1724231432.0107448;fillna;0.04558897018432617;0
1724231462.0582693;replace;0.0025513172149658203;0
1724231552.4537828;drop;0.006997585296630859;0
1724231582.4636636;groupby;0.04405927658081055;0
1724231612.513859;concat_dataframes;0.01201176643371582;0
1724231642.537495;sort;0.014995336532592773;570
1724231672.5730884;merge;0.013005495071411133;0
1724231732.7850206;count;0.008095264434814453;0
1724231762.7973301;sum;0.01598668098449707;0
1724231792.8259397;mean;2.356884241104126;16203
1724231825.1937752;min;0.010991096496582031;0
1724231855.2088661;max;0.011992454528808594;569
1724231885.2363918;unique;0.020005226135253906;0
1724231915.2637875;load_csv;0.15398764610290527;1141
1724231945.4256802;load_json;0.8348326683044434;5506
1724231976.2644992;load_hdf;0.043976783752441406;0
1724232006.3143597;save_csv;0.5844123363494873;3056
1724232036.9133544;save_json;0.3835597038269043;2456
1724232067.3015435;save_hdf;0.41053152084350586;2412
1724232127.9455256;isna;0.005054950714111328;0
1724232157.9523556;dropna;0.014026880264282227;0
1724232187.9824233;fillna;0.12721586227416992;597
1724232218.1188493;replace;0.0020456314086914062;0
